,bt,km,transmission,ownerNo,oem,model,modelYear,price_in_lakhs,Insurance Validity,Fuel Type,Seats,Safety_count,top_features_count,Color,No of Cylinder,Turbo Charger,Super Charger,City,Power
794,MUV,20000,Manual,1,Maruti,Maruti Ertiga,2022,13.0,third party insurance,CNG,7,28,9,Others,4.0,no,no,Bangalore,86.63
795,Sedan,50000,Manual,2,Maruti,Maruti SX4,2014,3.0,third party insurance,CNG,5,14,9,Gray,4.0,no,no,Bangalore,85.7
796,Sedan,28000,Automatic,1,Jaguar,Jaguar XE,2019,36.75,comprehensive,Petrol,5,34,9,Black,4.0,yes,no,Bangalore,246.74
797,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2020,6.7,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Bangalore,81.8
798,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2020,9.0,third party insurance,Petrol,5,30,9,Others,4.0,no,no,Bangalore,81.8
799,Hatchback,60000,Manual,1,Maruti,Maruti Baleno,2016,6.0,third party insurance,Petrol,5,27,9,Others,4.0,no,no,Bangalore,83.1
800,Hatchback,110000,Manual,4,Chevrolet,Chevrolet Spark,2008,1.1,third party insurance,Petrol,5,11,8,Silver,4.0,no,no,Bangalore,62.0
801,Hatchback,57459,Manual,1,Hyundai,Hyundai i20,2016,6.05,third party insurance,Petrol,5,24,9,Red,4.0,no,no,Bangalore,81.83
802,Hatchback,70381,Manual,1,Hyundai,Hyundai Grand i10,2017,5.59,zero dep,Petrol,5,24,9,Red,4.0,no,no,Bangalore,81.86
803,Hatchback,90000,Manual,3,Volkswagen,Volkswagen Polo,2012,2.68,third party insurance,Diesel,5,11,9,Black,3.0,no,no,Bangalore,73.9
804,Sedan,80648,Manual,1,Maruti,Maruti Ciaz,2020,7.8,comprehensive,Petrol,5,23,9,White,4.0,no,no,Bangalore,103.25
805,SUV,81853,Manual,2,Hyundai,Hyundai Creta,2016,8.64,comprehensive,Petrol,5,24,9,White,4.0,no,no,Bangalore,121.3
806,Hatchback,40000,Manual,1,Hyundai,Hyundai Santro Xing,2009,2.4,third party insurance,Petrol,5,16,9,Others,3.0,no,no,Bangalore,62.1
807,Hatchback,90802,Manual,1,Honda,Honda Brio,2012,3.41,comprehensive,Petrol,5,16,9,Red,4.0,no,no,Bangalore,86.8
808,Hatchback,40000,Manual,1,Hyundai,Hyundai Santro Xing,2009,2.4,third party insurance,Petrol,5,16,9,Others,3.0,no,no,Bangalore,62.1
809,Hatchback,16502,Manual,1,Hyundai,Hyundai Santro,2021,5.13,zero dep,Petrol,5,20,9,White,4.0,no,no,Bangalore,68.05
810,Hatchback,31530,Manual,1,Maruti,Maruti Ignis,2021,6.61,third party,Petrol,5,24,9,Silver,4.0,no,no,Bangalore,81.8
811,MUV,120000,Manual,2,Maruti,Maruti Ertiga,2017,8.0,third party insurance,Diesel,7,26,9,Others,4.0,yes,no,Bangalore,88.5
812,Hatchback,80000,Manual,2,Maruti,Maruti Swift,2015,5.2,third party insurance,Diesel,5,21,9,Others,4.0,yes,no,Bangalore,74.0
813,Sedan,71086,Automatic,1,Honda,Honda City,2014,6.0,comprehensive,Petrol,5,22,9,TITANIUM GREY,4.0,no,no,Bangalore,117.3
814,Hatchback,110000,Manual,2,Maruti,Maruti Ritz,2011,3.0,third party insurance,Diesel,5,16,8,Others,4.0,no,no,Bangalore,73.9
815,SUV,50000,Automatic,1,Ford,Ford Endeavour,2020,37.5,comprehensive,Diesel,7,32,9,Golden,4.0,yes,no,Bangalore,197.0
816,Hatchback,18000,Automatic,1,Hyundai,Hyundai i20 N Line,2021,12.95,comprehensive,Petrol,5,31,9,White,3.0,yes,no,Bangalore,118.41
817,Sedan,60000,Manual,2,Honda,Honda City,2014,6.3,third party insurance,Petrol,5,22,9,Others,4.0,no,no,Bangalore,117.3
818,MUV,120000,Manual,3,Chevrolet,Chevrolet Tavera,2016,4.75,third party insurance,Diesel,10,7,8,White,4.0,yes,no,Bangalore,72.4
819,Hatchback,70000,Manual,2,Hyundai,Hyundai i10,2011,2.75,third party insurance,Petrol,5,11,9,Others,4.0,no,no,Bangalore,78.9
820,Hatchback,25000,Automatic,4,Honda,Honda Jazz,2016,5.75,comprehensive,Petrol,5,22,9,Silver,4.0,no,no,Bangalore,88.7
821,Hatchback,69210,Manual,1,Honda,Honda Brio,2012,3.38,third party,Petrol,5,16,9,Silver,4.0,no,no,Bangalore,86.8
822,Hatchback,71165,Manual,2,Honda,Honda Jazz,2018,6.04,comprehensive,Petrol,5,22,9,Red,4.0,no,no,Bangalore,88.7
823,SUV,10000,Automatic,1,BMW,BMW X7,2022,1.3,third party insurance,Petrol,7,41,9,Others,6.0,twin,no,Bangalore,335.25
824,Sedan,86543,Manual,3,Maruti,Maruti Swift Dzire,2010,3.27,third party insurance,Diesel,5,14,9,Black,4.0,yes,no,Bangalore,73.9
825,Hatchback,67225,Automatic,1,Maruti,Maruti Baleno,2016,6.21,third party,Petrol,5,24,9,Others,4.0,no,no,Bangalore,83.1
826,Hatchback,100000,Manual,3,Tata,Tata Indica V2,2017,2.4,third party insurance,Diesel,5,9,8,Silver,4.0,yes,no,Bangalore,69.0
827,Hatchback,16247,Manual,1,Hyundai,Hyundai Grand i10,2018,6.21,zero dep,Petrol,5,24,9,Silver,4.0,no,no,Bangalore,81.86
828,Sedan,80000,Manual,2,Mahindra Renault,Mahindra Renault Logan,2007,1.4,third party insurance,Petrol,5,9,8,Black,4.0,no,no,Bangalore,75.0
829,Hatchback,39481,Automatic,2,Maruti,Maruti Baleno,2017,7.08,zero dep,Petrol,5,24,9,White,4.0,no,no,Bangalore,83.1
830,Hatchback,61227,Manual,2,Maruti,Maruti Celerio,2018,4.43,third party,Petrol,5,22,8,Blue,3.0,no,no,Bangalore,65.71
831,Sedan,80000,Manual,4,Honda,Honda City,2006,1.8,third party insurance,Petrol,5,13,9,Black,4.0,no,no,Bangalore,78.0
832,SUV,112521,Manual,1,Renault,Renault Duster,2016,7.0,comprehensive,Diesel,5,22,9,Brown,4.0,yes,no,Bangalore,108.45
833,SUV,20000,Manual,1,MG,MG Hector,2020,18.0,third party insurance,Diesel,5,38,9,Others,4.0,yes,no,Bangalore,167.68
834,Sedan,20000,Automatic,1,Honda,Honda City,2021,14.5,third party insurance,Petrol,5,35,9,White,4.0,no,no,Bangalore,119.35
835,Sedan,60000,Manual,2,Volkswagen,Volkswagen Ameo,2016,5.2,third party insurance,Petrol,5,18,9,Others,3.0,no,no,Bangalore,73.75
836,Hatchback,40000,Manual,2,Tata,Tata Tiago,2018,4.7,third party insurance,Petrol,5,24,9,Others,3.0,no,no,Bangalore,84.0
837,SUV,50000,Manual,1,Renault,Renault Duster,2016,6.0,third party insurance,Diesel,5,22,9,Black,4.0,yes,no,Bangalore,108.45
838,SUV,100000,Automatic,2,Audi,Audi Q3,2016,18.5,third party insurance,Diesel,5,34,9,Others,4.0,yes,no,Bangalore,181.0
839,Hatchback,20000,Automatic,2,Mahindra,Mahindra e2o Plus,2017,4.6,third party insurance,Electric,4,16,9,Blue,2.0,no,no,Bangalore,40.0
840,Sedan,110000,Manual,2,Opel,OpelCorsa,2003,75.0,third party insurance,Petrol,5,10,9,Silver,4.0,no,no,Bangalore,93.0
841,Hatchback,63359,Manual,2,Maruti,Maruti Baleno,2017,6.49,third party,Petrol,5,27,9,Blue,4.0,no,no,Bangalore,83.1
842,Hatchback,125227,Manual,2,Hyundai,Hyundai i20,2017,6.57,zero dep,Diesel,5,24,9,Red,4.0,yes,no,Bangalore,88.73
843,Hatchback,100000,Manual,2,Volkswagen,Volkswagen Polo,2012,4.2,third party insurance,Diesel,5,14,9,Others,3.0,no,no,Bangalore,73.9
844,Hatchback,71884,Manual,2,Maruti,Maruti Swift,2015,6.29,third party insurance,Diesel,5,24,9,Silver,4.0,yes,no,Bangalore,74.0
845,Hatchback,79059,Manual,2,Honda,Honda Brio,2012,3.22,third party insurance,Petrol,5,16,9,Brown,4.0,no,no,Bangalore,86.8
846,Hatchback,80000,Manual,2,Maruti,Maruti Baleno,2016,6.2,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Bangalore,83.1
847,Hatchback,69124,Manual,1,Maruti,Maruti Swift,2013,4.35,third party,Petrol,5,26,9,Silver,4.0,no,no,Bangalore,88.5
848,MUV,120000,Manual,4,Toyota,Toyota Innova,2012,9.6,third party insurance,Diesel,8,13,9,Others,4.0,yes,no,Bangalore,100.0
849,Hatchback,73340,Manual,1,Maruti,Maruti Ritz,2010,3.17,comprehensive,Petrol,5,16,8,Blue,4.0,no,no,Bangalore,85.8
850,Hatchback,44268,Manual,2,Hyundai,Hyundai Grand i10,2017,5.74,comprehensive,Petrol,5,24,9,Silver,4.0,no,no,Bangalore,81.86
851,Hatchback,10000,Manual,1,Citroen,Citroen C3,2022,7.8,third party insurance,Petrol,5,22,9,Gray,3.0,no,no,Bangalore,80.46
852,Hatchback,60000,Manual,1,Honda,Honda Jazz,2018,8.0,third party insurance,Petrol,5,22,9,Others,4.0,no,no,Bangalore,88.7
853,Sedan,30000,Manual,1,Honda,Honda City,2020,9.25,third party insurance,Petrol,5,32,9,Others,4.0,no,no,Bangalore,119.35
854,Sedan,50000,Manual,1,Maruti,Maruti Ciaz,2017,7.75,third party insurance,Petrol,5,23,9,Others,4.0,no,no,Bangalore,91.1
855,Hatchback,80000,Manual,2,Tata,Tata Nano,2011,70.0,third party insurance,Petrol,4,12,9,Other,2.0,no,no,Bangalore,35.0
856,SUV,70000,Manual,2,Renault,Renault Duster,2014,5.0,third party insurance,Diesel,5,22,9,Others,4.0,yes,no,Bangalore,108.45
857,Sedan,120000,Manual,2,Maruti,Maruti Swift Dzire,2009,3.5,third party insurance,Diesel,5,14,9,Others,4.0,yes,no,Bangalore,73.9
858,MUV,120000,Manual,2,Toyota,Toyota Innova,2012,11.25,third party insurance,Diesel,7,13,9,Others,4.0,yes,no,Bangalore,100.0
859,Sedan,20000,Automatic,2,Honda,Honda Amaze,2020,8.3,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Bangalore,88.76
860,SUV,37354,Automatic,1,Kia,Kia Seltos,2020,14.75,third party,Diesel,5,30,9,Orange,4.0,yes,no,Bangalore,113.42
861,SUV,80426,Manual,2,Mahindra,Mahindra XUV500,2014,8.34,comprehensive,Diesel,7,20,9,Others,4.0,yes,no,Bangalore,140.0
862,Sedan,89801,Manual,1,Maruti,Maruti Ciaz,2016,6.74,comprehensive,Petrol,5,23,9,Silver,4.0,no,no,Bangalore,91.1
863,Sedan,120000,Manual,4,Opel,OpelCorsa,2004,65.0,third party insurance,Petrol,5,1,9,Black,4.0,no,no,Bangalore,88.0
864,Hatchback,69199,Manual,2,Hyundai,Hyundai Grand i10,2019,5.47,zero dep,Petrol,5,24,9,Red,4.0,no,no,Bangalore,81.86
865,Hatchback,78249,Manual,3,Maruti,Maruti Swift,2012,4.13,third party insurance,Petrol,5,26,9,Red,4.0,no,no,Bangalore,88.5
866,MUV,26918,Manual,1,Toyota,Toyota Innova Crysta,2018,23.25,comprehensive,Diesel,8,27,9,Golden,7.0,yes,no,Bangalore,147.8
867,Hatchback,29905,Manual,1,Maruti,Maruti Swift,2021,7.09,zero dep,Petrol,5,26,9,Others,4.0,no,no,Bangalore,88.5
868,MUV,37678,Automatic,2,Toyota,Toyota Innova Crysta,2018,22.95,comprehensive,Diesel,7,31,9,White,4.0,yes,no,Bangalore,171.5
869,Hatchback,60442,Manual,2,Honda,Honda Jazz,2017,5.28,comprehensive,Petrol,5,22,9,Brown,4.0,no,no,Bangalore,88.7
870,SUV,66463,Manual,1,Renault,Renault Duster,2014,6.91,comprehensive,Diesel,5,21,9,Black,4.0,yes,no,Bangalore,83.8
871,Sedan,40844,Automatic,1,Skoda,Skoda Rapid,2020,11.45,comprehensive,Petrol,5,24,9,Silver,3.0,yes,no,Bangalore,108.62
872,Hatchback,62696,Manual,1,Volkswagen,Volkswagen Polo,2021,8.55,third party,Petrol,5,22,9,White,3.0,yes,no,Bangalore,108.62
873,Hatchback,30000,Automatic,1,Maruti,Maruti Swift,2021,8.0,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Bangalore,81.8
874,Sedan,44000,Manual,1,Ford,Ford Aspire,2017,5.5,comprehensive,Petrol,5,23,9,Grey,4.0,yes,no,Bangalore,86.8
875,Hatchback,70000,Manual,2,Hyundai,Hyundai i20,2012,4.0,third party insurance,Petrol,5,15,9,Others,4.0,no,no,Bangalore,80.0
876,Hatchback,120000,Manual,1,Tata,Tata Indica V2,2012,1.3,third party insurance,Diesel,5,9,8,Silver,4.0,yes,no,Bangalore,69.0
877,Sedan,120000,Manual,4,Hyundai,Hyundai Verna,2012,3.75,third party insurance,Diesel,5,23,9,Black,4.0,yes,no,Bangalore,126.32
878,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2020,6.5,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Bangalore,81.8
879,SUV,10000,Automatic,1,Jeep,Jeep Compass,2021,25.5,third party insurance,Petrol,5,37,9,Others,4.0,no,no,Bangalore,160.77
880,SUV,80000,Manual,1,Kia,Kia Sonet,2021,13.0,third party insurance,Diesel,5,30,9,Others,4.0,yes,no,Bangalore,98.63
881,Hatchback,79415,Manual,1,Maruti,Maruti Baleno,2016,6.09,zero dep,Petrol,5,28,9,Blue,4.0,no,no,Bangalore,83.1
882,Sedan,88411,Automatic,1,Maruti,Maruti Swift Dzire,2017,6.78,zero dep,Diesel,5,22,9,Red,4.0,yes,no,Bangalore,74.0
883,Sedan,120000,Manual,4,Volkswagen,Volkswagen Vento,2011,3.75,third party insurance,Diesel,5,18,9,Others,4.0,yes,no,Bangalore,103.6
884,Hatchback,106516,Manual,1,Maruti,Maruti Swift,2012,4.49,third party,Diesel,5,15,9,Others,4.0,yes,no,Bangalore,74.0
885,Hatchback,88509,Manual,2,Maruti,Maruti Swift,2015,5.52,comprehensive,Diesel,5,21,9,Red,4.0,yes,no,Bangalore,74.0
886,SUV,120000,Manual,1,Mahindra,Mahindra XUV500,2015,9.25,third party insurance,Diesel,7,22,9,Silver,4.0,yes,no,Bangalore,140.0
887,Sedan,80000,Manual,2,Ford,Ford Ikon,2004,56.0,third party insurance,Petrol,5,12,9,Silver,4.0,no,no,Bangalore,92.0
888,Hatchback,44437,Manual,1,Maruti,Maruti Swift,2013,4.26,comprehensive,Petrol,5,19,8,Others,4.0,no,no,Bangalore,88.5
889,Hatchback,83731,Manual,2,Hyundai,Hyundai i20,2015,6.07,third party insurance,Diesel,5,24,9,Others,4.0,yes,no,Bangalore,88.73
890,Sedan,80000,Manual,2,Ford,Ford Ikon,2004,56.0,third party insurance,Petrol,5,12,9,Silver,4.0,no,no,Bangalore,92.0
891,SUV,77000,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,8.45,comprehensive,Diesel,7,20,9,White,4.0,yes,no,Bangalore,70.0
892,SUV,23000,Automatic,2,MG,MG Hector,2020,16.5,comprehensive,Petrol,5,32,9,Black,4.0,yes,no,Bangalore,141.0
893,Hatchback,110000,Manual,3,Ford,Ford Figo,2012,2.4,third party insurance,Diesel,5,14,9,Others,4.0,yes,no,Bangalore,68.05
894,Hatchback,30000,Automatic,1,Maruti,Maruti Wagon R,2022,6.8,third party insurance,Petrol,5,27,9,Others,4.0,no,no,Bangalore,81.8
895,MUV,120000,Manual,2,Toyota,Toyota Innova,2006,5.0,third party insurance,Diesel,7,11,9,Others,4.0,no,no,Bangalore,102.0
896,Sedan,60000,Manual,2,Tata,Tata Manza,2011,2.5,third party insurance,Petrol,5,15,9,Others,4.0,no,no,Bangalore,88.8
897,Hatchback,80000,Manual,1,Maruti,Maruti Baleno,2018,7.2,third party insurance,Petrol,5,28,9,Others,4.0,no,no,Bangalore,83.1
898,Hatchback,110000,Manual,4,Tata,Tata Nano,2011,60.0,third party insurance,Petrol,4,12,9,Others,2.0,no,no,Bangalore,35.0
899,Sedan,70000,Automatic,5,Skoda,Skoda Superb,2010,3.57,third party insurance,Petrol,5,25,9,Others,4.0,yes,no,Bangalore,161.6
900,Sedan,45621,Manual,1,Maruti,Maruti Ciaz,2018,7.98,third party insurance,Petrol,5,27,9,Silver,4.0,no,no,Bangalore,103.25
901,SUV,38199,Manual,2,Renault,Renault Captur,2018,8.58,zero dep,Diesel,5,27,9,Brown,4.0,yes,no,Bangalore,108.45
903,Hatchback,91660,Manual,1,Hyundai,Hyundai i20,2016,6.08,zero dep,Petrol,5,24,9,White,4.0,no,no,Bangalore,81.83
904,Sedan,51947,Manual,2,Honda,Honda City,2015,6.98,comprehensive,Petrol,5,23,9,White,4.0,no,no,Bangalore,117.3
905,MUV,80000,Manual,2,Tata,Tata Hexa,2018,12.5,third party insurance,Diesel,7,22,9,Others,4.0,yes,no,Bangalore,153.86
906,SUV,76836,Manual,2,Maruti,Maruti SX4 S Cross,2016,7.51,third party insurance,Diesel,5,22,9,Silver,4.0,yes,no,Bangalore,88.5
907,Hatchback,27000,Automatic,2,Honda,Honda Brio,2015,5.35,comprehensive,Petrol,5,21,9,White,4.0,no,no,Bangalore,86.8
908,Sedan,33222,Automatic,1,Hyundai,Hyundai Verna,2017,10.35,zero dep,Petrol,5,31,9,Red,4.0,no,no,Bangalore,121.3
909,Hatchback,47333,Manual,1,Hyundai,Hyundai i10,2013,3.28,comprehensive,Petrol,5,10,9,Red,4.0,no,no,Bangalore,68.05
910,Hatchback,20000,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,7.25,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Bangalore,81.86
911,Sedan,46000,Manual,1,Hyundai,Hyundai Verna,2017,7.4,comprehensive,Petrol,5,26,9,Maroon,4.0,no,no,Bangalore,121.3
912,MUV,68000,Manual,1,Toyota,Toyota Innova,2012,8.75,third party insurance,Diesel,7,22,9,Silver,4.0,yes,no,Bangalore,100.6
913,Hatchback,40000,Manual,2,Nissan,Nissan Micra Active,2015,4.8,third party insurance,Petrol,5,26,9,Green,3.0,no,no,Bangalore,67.04
914,Sedan,90000,Manual,2,Mitsubishi,Mitsubishi Lancer,2001,76.0,third party insurance,Diesel,5,14,9,Silver,4.0,no,no,Bangalore,68.0
915,Sedan,80000,Manual,1,Ford,Ford Fiesta,2010,1.9,third party insurance,Petrol,5,16,9,Black,4.0,no,no,Bangalore,101.0
916,Hatchback,90000,Manual,4,Hyundai,Hyundai i10,2010,2.1,third party insurance,Petrol,5,11,8,Others,4.0,no,no,Bangalore,68.05
917,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2014,4.8,third party insurance,Diesel,5,21,9,Others,4.0,yes,no,Bangalore,74.0
918,Sedan,150000,Manual,2,Hyundai,Hyundai Verna,2012,3.8,third party insurance,Diesel,5,13,9,Others,4.0,no,no,Bangalore,126.3
919,SUV,20000,Manual,1,Tata,Tata Nexon,2022,12.8,third party insurance,Petrol,5,25,9,Others,3.0,yes,no,Bangalore,118.36
920,SUV,43791,Automatic,1,Ford,Ford Ecosport,2016,7.7,comprehensive,Petrol,5,25,9,Black,4.0,no,no,Bangalore,110.4
921,Hatchback,87660,Automatic,1,Maruti,Maruti Swift,2018,5.99,third party insurance,Petrol,5,26,9,Red,4.0,no,no,Bangalore,88.5
922,SUV,90000,Automatic,5,Mahindra,Mahindra XUV500,2016,8.0,third party insurance,Diesel,7,30,9,Others,4.0,yes,no,Bangalore,140.0
923,Hatchback,71938,Manual,3,Hyundai,Hyundai Santro Xing,2011,2.32,comprehensive,Petrol,5,16,9,Others,3.0,no,no,Bangalore,62.1
924,Sedan,104938,Manual,2,Hyundai,Hyundai Verna,2013,5.25,comprehensive,Petrol,5,25,9,Silver,4.0,no,no,Bangalore,121.3
925,Sedan,30000,Manual,1,Honda,Honda City,2020,9.5,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Bangalore,117.6
926,Sedan,124707,Manual,2,Skoda,Skoda Rapid,2017,6.35,third party insurance,Petrol,5,27,9,White,4.0,no,no,Bangalore,103.2
927,Hatchback,70000,Manual,2,Volkswagen,Volkswagen Polo,2012,4.0,third party insurance,Diesel,5,16,9,Others,3.0,no,no,Bangalore,73.9
928,SUV,88556,Manual,1,Hyundai,Hyundai Creta,2017,9.66,comprehensive,Petrol,5,24,9,Silver,4.0,no,no,Bangalore,121.3
929,SUV,48743,Manual,1,Ford,Ford Ecosport,2017,7.81,comprehensive,Diesel,5,20,9,Orange,4.0,yes,no,Bangalore,98.59
930,SUV,100000,Automatic,2,BMW,BMW X3,2016,28.0,third party insurance,Diesel,5,28,9,Others,4.0,yes,no,Bangalore,190.0
931,Sedan,100000,Manual,2,Skoda,Skoda Superb,2012,3.85,third party insurance,Petrol,5,29,9,Others,4.0,yes,no,Bangalore,157.75
932,SUV,120000,Manual,4,Mahindra,Mahindra XUV500,2012,6.0,third party insurance,Diesel,7,22,9,Others,4.0,yes,no,Bangalore,140.0
933,SUV,70000,Manual,2,Mahindra,Mahindra TUV 300,2016,6.0,third party insurance,Diesel,7,23,9,Others,3.0,yes,no,Bangalore,100.0
934,Sedan,90000,Manual,2,Skoda,Skoda Superb,2012,3.65,third party insurance,Petrol,5,29,9,Others,4.0,yes,no,Bangalore,157.75
935,Pickup Trucks,70000,Manual,1,Mahindra,Mahindra Bolero Camper,2019,7.49,third party insurance,Diesel,5,5,8,Others,4.0,yes,no,Bangalore,75.09
936,Hatchback,120000,Manual,1,Fiat,Fiat Punto,2014,3.5,third party insurance,Diesel,5,16,9,Others,4.0,yes,no,Bangalore,75.0
937,SUV,20000,Automatic,1,Hyundai,Hyundai Alcazar,2022,23.5,third party insurance,Petrol,6,32,9,Gray,4.0,no,no,Bangalore,156.9
938,Hatchback,20000,Manual,1,Hyundai,Hyundai i20,2020,7.0,third party insurance,Petrol,5,26,9,Others,4.0,no,no,Bangalore,81.86
939,Hatchback,50000,Manual,2,Hyundai,Hyundai EON,2012,2.3,third party insurance,Petrol,5,12,8,Others,3.0,no,no,Bangalore,55.2
940,SUV,51338,Manual,1,Honda,Honda WR-V,2018,8.75,comprehensive,Petrol,5,28,9,Red,4.0,no,no,Bangalore,88.7
941,SUV,97334,Manual,1,Hyundai,Hyundai Creta,2017,9.25,comprehensive,Petrol,5,24,9,Silver,4.0,no,no,Bangalore,121.3
942,Hatchback,20000,Manual,1,Hyundai,Hyundai i20,2020,7.0,third party insurance,Petrol,5,26,9,Others,4.0,no,no,Bangalore,81.86
943,SUV,53031,Manual,2,Hyundai,Hyundai Creta,2016,9.3,comprehensive,Petrol,5,24,9,Red,4.0,no,no,Bangalore,121.3
944,SUV,51580,Manual,2,Hyundai,Hyundai Creta,2016,8.98,comprehensive,Petrol,5,24,9,Red,4.0,no,no,Bangalore,121.3
945,Sedan,57000,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2017,23.95,comprehensive,Diesel,5,28,9,Red,4.0,yes,no,Bangalore,136.0
946,Hatchback,23920,Manual,1,Maruti,Maruti S-Presso,2020,4.49,third party insurance,Petrol,5,20,9,Red,3.0,no,no,Bangalore,65.71
947,SUV,65000,Automatic,1,Hyundai,Hyundai Creta,2018,14.85,comprehensive,Diesel,5,24,9,White,4.0,yes,no,Bangalore,126.2
948,Hatchback,66434,Manual,2,Honda,Honda Brio,2012,3.35,comprehensive,Petrol,5,16,9,Others,4.0,no,no,Bangalore,86.8
949,SUV,54097,Manual,1,Honda,Honda WR-V,2017,8.25,comprehensive,Petrol,5,28,9,White,4.0,no,no,Bangalore,88.7
950,Hatchback,27655,Automatic,1,Toyota,Toyota Glanza,2021,9.35,third party,Petrol,5,28,9,White,4.0,no,no,Bangalore,81.8
951,Sedan,14955,Automatic,1,BMW,BMW 3 Series GT,2018,38.25,third party insurance,Diesel,5,33,9,Blue,4.0,yes,no,Bangalore,188.0
952,SUV,10000,Automatic,1,Hyundai,Hyundai Alcazar,2022,23.5,third party insurance,Petrol,7,32,9,Gray,4.0,no,no,Bangalore,156.9
953,SUV,50000,Automatic,1,Volkswagen,Volkswagen T-Roc,2020,25.0,third party insurance,Petrol,5,37,9,Black,4.0,yes,no,Bangalore,147.94
954,SUV,10000,Manual,1,Kia,Kia Seltos,2022,15.4,third party insurance,Petrol,5,30,9,Others,4.0,no,no,Bangalore,113.43
955,SUV,70000,Automatic,2,Hyundai,Hyundai Creta,2019,12.9,third party insurance,Diesel,5,30,9,Others,4.0,yes,no,Bangalore,126.2
956,Sedan,150000,Manual,3,Hyundai,Hyundai Elantra,2007,50.0,third party insurance,Diesel,5,20,9,Gray,4.0,no,no,Bangalore,112.2
957,SUV,10000,Manual,2,Kia,Kia Sonet,2021,10.25,third party insurance,Petrol,5,30,9,White,3.0,yes,no,Bangalore,118.36
958,Sedan,110000,Manual,3,Honda,Honda City,2016,6.0,third party insurance,Diesel,5,23,9,Others,4.0,yes,no,Bangalore,98.6
959,Minivans,30000,Manual,1,Maruti,Maruti Eeco,2020,4.35,third party insurance,Petrol,7,13,8,Others,4.0,no,no,Bangalore,72.41
960,SUV,14338,Manual,2,Honda,Honda WR-V,2017,8.08,third party insurance,Petrol,5,28,9,Brown,4.0,no,no,Bangalore,88.7
961,Minivans,30000,Manual,1,Maruti,Maruti Eeco,2020,4.35,third party insurance,Petrol,7,13,8,Others,4.0,no,no,Bangalore,72.41
962,Hatchback,73799,Manual,2,Maruti,Maruti Wagon R,2011,2.78,comprehensive,Petrol,5,11,8,Blue,3.0,no,no,Bangalore,67.1
963,SUV,39139,Automatic,1,Mahindra,Mahindra XUV300,2021,12.61,comprehensive,Petrol,5,30,9,White,3.0,yes,no,Bangalore,108.62
964,SUV,20000,Manual,1,Hyundai,Hyundai Venue,2020,8.5,third party insurance,Petrol,5,29,9,Gray,4.0,no,no,Bangalore,81.86
965,Hatchback,89633,Manual,2,Hyundai,Hyundai EON,2014,2.7,third party,Petrol,5,13,8,White,3.0,no,no,Bangalore,55.2
966,SUV,70000,Automatic,3,BMW,BMW X1,2011,10.0,third party insurance,Diesel,5,27,9,Others,4.0,yes,no,Bangalore,184.0
967,MUV,16826,Manual,2,Maruti,Maruti Ertiga,2017,8.45,comprehensive,Petrol,7,28,9,Silver,4.0,no,no,Bangalore,101.65
968,Hatchback,25133,Manual,2,Maruti,Maruti Ignis,2017,5.08,third party insurance,Petrol,5,20,8,White,4.0,no,no,Bangalore,81.8
969,Hatchback,80000,Manual,1,Maruti,Maruti Alto 800,2018,3.4,third party insurance,Petrol,5,14,9,Others,3.0,no,no,Bangalore,47.3
970,SUV,25000,Automatic,1,Volvo,Volvo XC40,2020,39.0,comprehensive,Petrol,5,37,9,Red,4.0,no,no,Bangalore,187.4
971,MUV,90000,Manual,1,Toyota,Toyota Innova,2014,12.25,third party insurance,Diesel,8,22,9,Others,4.0,yes,no,Bangalore,100.6
972,MUV,90000,Manual,1,Toyota,Toyota Innova,2014,12.75,third party insurance,Diesel,8,22,9,Others,4.0,yes,no,Bangalore,100.6
973,SUV,10000,Automatic,1,Jeep,Jeep Compass,2022,29.0,third party insurance,Petrol,5,38,9,Others,4.0,no,no,Bangalore,160.77
974,SUV,70000,Manual,2,Mahindra,Mahindra XUV300,2019,8.0,third party insurance,Petrol,5,35,9,Others,3.0,yes,no,Bangalore,110.0
975,Sedan,110000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2016,28.0,third party insurance,Diesel,5,27,9,Others,4.0,yes,no,Bangalore,204.0
977,SUV,10000,Manual,1,Nissan,Nissan Magnite,2021,6.38,third party insurance,Petrol,5,29,9,Brown,3.0,no,no,Bangalore,71.02
